P03886	MT-ND1
Q9Y5G8	PCDHGA5

	MAP4K1

Q9Y5G1	PCDHGB3

Q9Y5G7	PCDHGA6

Q9Y2M5	KLHL20

P00558	PGK1

Q9BVC6	TMEM109

Q9Y5G6	PCDHGA7

	CHRND

O15091	PRORP

	BLTP1

	RHOXF1P3

P17735	TAT

Q2LD37	BLTP1

Q49A88	CCDC14

	MARVELD3

Q9UN71	PCDHGB4

Q96A59	MARVELD3

Q9Y5G5	PCDHGA8

P0C7M4	RHOXF2B

P10321	HLA-C

Q6UXM1	LRIG3

Q24JP5	TMEM132A

Q07001	CHRND

O94905	ERLIN2

	LRIG3

Q8NHV9	RHOXF1

	TMEM132A

	RHOXF1

O14966	RAB29

Q9Y5G4	PCDHGA9

	RAB29

Q9Y5H3	PCDHGA10

Q9BQY4	RHOXF2

Q9Y5F8	PCDHGB7

P07510	CHRNG

Q9Y5H2	PCDHGA11

Q9NZB2	FAM120A

	FAM120A

Q86T24	ZBTB33

Q9UIL4	KIF25

	OR13C3

O14569	CYB561D2

	KIF25

	OR13D1

P51159	RAB27A

	RAB27A

	PHLPP2

O60330	PCDHGA12

Q5BVD1	C3orf52

Q7RTM1	OTOP1

Q96PM9	ZNF385A

Q00653	NFKB2

	C3orf52

Q9UN70	PCDHGC3

Q5BJH2	TMEM128

	ZNF385A

H3BV12	GOLGA8Q

	PLPBP

P0DPQ3	PRR20G

Q6ZVD8	PHLPP2

Q9UDR5	AASS

Q52LJ0	FAM98B

	FAM98B

Q5JRV8	TMEM255A

	ZBTB49

Q8N392	ARHGAP18

Q9P1Q0	VPS54

	TMEM255A

Q9Y597	KCTD3

	KCTD3

Q6ZSB9	ZBTB49

	PIN4

P60900	PSMA6

	PDE10A

	CD163L1

	PSMA6

Q14012	CAMK1

	CAMK1

	VPS54

Q02410	APBA1

O94903	PLPBP

Q5D1E8	ZC3H12A

	ZC3H12A

	PCDHGC3

Q9Y237	PIN4

	PTAR1

	SGPL1

	AASS

O95470	SGPL1

	ARPC4-TTLL3

	CAPN12

Q7Z6K3	PTAR1

Q9Y5F7	PCDHGC4

Q96FA3	PELI1

	ADGRA2

	ERCC6L

Q2NKX8	ERCC6L

Q9Y233	PDE10A

P30203	CD6

	JAGN1

Q17RD7	SYT16

Q9NR16	CD163L1

	SYT16

	CD6

Q6ZSI9	CAPN12

Q8N5M9	JAGN1

	PCDHGC4

P62701	RPS4X

Q9Y5F6	PCDHGC5

Q8NH41	OR4K15

	STX18

Q96PE1	ADGRA2

Q99966	CITED1

Q9P2W9	STX18

Q8TDV2	GPR148

Q30154	HLA-DRB5

	CITED1

Q9H875	PRKRIP1

Q9HAW0	BRF2

	SLC15A3

	BRF2

Q8IY34	SLC15A3

Q9H2G2	SLK

	IL17RE

	SLK

	MZT2A

Q96L15	ART5

P42857	NSG1

Q6P582	MZT2A

	ART5

O15379	HDAC3

Q33E94	RFX4

	RFX4

P52961	ART1

	HDAC3

Q6WKZ4	RAB11FIP1

Q9GZZ6	CHRNA10

	CHRNA10

P0DPH8	TUBA3D

Q8NFR9	IL17RE

	RAB11FIP1

Q9BZW8	CD244

Q8NC24	RELL2

A0PJW8	DAPL1

Q8WWI5	SLC44A1

	DAPL1

Q8NHS2	GOT1L1

	GOT1L1

	RELL2

	SLC44A1

O43747	AP1G1

Q9Y5G0	PCDHGB5

P13945	ADRB3

	AP1G1

	AHRR

Q13541	EIF4EBP1

	TPCN1

P42696	RBM34

	RBM34

Q9H9C1	VIPAS39

	PAM

Q5T9Z0	TEDDM1

A6NKT7	RGPD3

	RGPD3

	KIT

P49675	STAR

	VIPAS39

P10721	KIT

	STAR

P19021	PAM

	LSM1

O15116	LSM1

	AHSA1

	PGAP2

O95433	AHSA1

O95429	BAG4

Q9UMD9	COL17A1

	BAG4

	EML2

	COL17A1

	ZNF131

Q6H9L7	ISM2

	DDHD2

	AMT

	ISM2

	HUWE1

O95834	EML2

P78509	RELN

	RELN

O15270	SPTLC2

	SPTLC2

Q96RW7	HMCN1

	MAN2B2

Q9Y2E5	MAN2B2

O94830	DDHD2

P52739	ZNF131

	LAMA2

	HMCN1

	PTPA

Q9UHJ9	PGAP2

P24043	LAMA2

P40763	STAT3

Q15257	PTPA

P25815	S100P

Q96HT8	MRFAP1L1

Q9NUP1	BLOC1S4

	KIAA0232

A6NC05	C5orf63

	C5orf63

Q9H668	STN1

	STN1

Q9ULQ1	TPCN1

	STAT3

P20941	PDC

Q92628	KIAA0232

O43913	ORC5

	ORC5

Q5BLP8	C4orf48

O00151	PDLIM1

P03999	OPN1SW

Q4J6C6	PREPL

	WIZ

P29084	GTF2E2

Q96PY6	NEK1

P02763	ORM1

O95267	RASGRP1

	GTF2E2

	RASGRP1

	ACSM6

Q8N428	GALNT16

O95785	WIZ

	NEK1

	PREPL

Q6P461	ACSM6

P48728	AMT

P19652	ORM2

Q9UI43	MRM2

P23975	SLC6A2

Q14242	SELPLG

	SLC6A2

	SELPLG

	MRM2

	SSPN

P84090	ERH

	ERH

Q14714	SSPN

P84095	RHOG

Q8IW00	VSTM4

A6NMN3	FAM170B

Q8N456	LRRC18

	CLEC3A

Q9Y5X2	SNX8

	SNX8

Q9UQ05	KCNH4

Q6P2I3	FAHD2B

Q15822	CHRNA2

O75596	CLEC3A

Q9NWY4	HPF1

	CHRNA2

P33260	CYP2C18

Q496M5	PLK5

O43612	HCRT

	PLK5

Q9NRB3	CHST12

	CHST12

	PWWP3A

Q7Z7J9	CAMK2N1

Q7Z591	AKNA

	RRM1

Q969V5	MUL1

A6NNM8	TTLL13

	TTLL13

Q6ZT52	FAM43B

	EPHX2

Q9NUM3	SLC39A9

P32320	CDA

	ERCC4

Q92889	ERCC4

	SLC39A9

Q2TAK8	PWWP3A

	PDK1

Q9BXM7	PINK1

	WHRN

Q9Y6D9	MAD1L1

	DDX60L

Q5H9U9	DDX60L

Q9ULV4	CORO1C

	CORO1C

P23921	RRM1

Q9NVH0	EXD2

	CDC73

	MAD1L1

	EXD2

Q9P202	WHRN

P0DTE5	UGT2A2

Q15118	PDK1

Q6P1J9	CDC73

Q96HR9	REEP6

Q8N1W1	ARHGEF28

	REEP6

	ARHGEF28

Q96FK6	WDR89

Q7Z6Z7	HUWE1

	MYO6

	WDR89

O43825	B3GALT2

Q8NBD8	TMEM229B

Q9UPA5	BSN

P0CE72	OCM

Q8TCT8	SPPL2A

P54315	PNLIPRP1

	SPPL2A

Q5M9N0	CCDC158

P47872	SCTR

	CCDC158

	SCTR

P28347	TEAD1

Q4W5G0	TIGD2

	TEAD1

Q9H9A6	LRRC40

A8MTL3	RNF212B

	RNF212B

O43670	ZNF207

Q8WW14	C10orf82

Q9NYS7	WSB2

P86791	CCZ1

	WSB2

Q8N6S4	ANKRD13C

Q8TEH3	DENND1A

	DENND1A

	GCNT3

O95395	GCNT3

	ZNF207

	CCZ1

	DMXL1

	APEH

	INMT-MINDY4

P22310	UGT1A4

O14657	TOR1B

	TOR1B

P32929	CTH

O60885	BRD4

Q9UBV2	SEL1L

P52657	GTF2A2

Q14432	PDE3A

O14656	TOR1A

	TOR1A

	BRD4

	GTF2A2

Q4G0A6	MINDY4

	SEL1L

	STON2

Q8WXE9	STON2

	STX10

Q9NZ63	C9orf78

Q9NP59	SLC40A1

	SLC40A1

P34913	EPHX2

P29972	AQP1

	AQP1

	MTMR1

Q9UM54	MYO6

P62913	RPL11

Q86VL8	SLC47A2

O60499	STX10

Q17RC7	EXOC3L4

	RPL11

	RBPJ

	EXOC3L4

	CCDC32

Q9BV29	CCDC32

P13798	APEH

Q9GZP4	PITHD1

	PITHD1

Q02643	GHRHR

Q9Y485	DMXL1

O60437	PPL

	PPL

Q8IZ73	RPUSD2

	RPUSD2

Q13613	MTMR1

Q9BTL4	IER2

O43304	SEC14L5

	HEATR5A

	SEC14L5

Q9Y2D4	EXOC6B

	DHRS7C

	GHRHR

	ALG1

	EXOC6B

Q86XA9	HEATR5A

A6NEQ2	FAM181B

A6NNS2	DHRS7C

Q8N945	PRELID2

Q06330	RBPJ

	PRELID2

Q86TX2	ACOT1

Q9Y2K6	USP20

	ACOT1

O75204	TMEM127

	TBP

O95372	LYPLA2

	ACOT2

	HMGB3

	LYPLA2

	TMEM127

P49753	ACOT2

O15347	HMGB3

Q8NG31	KNL1

Q9BT22	ALG1

Q8N9L9	ACOT4

	ACOT6

	KNL1

Q3I5F7	ACOT6

	ING5

	DNAL1

P20226	TBP

Q9HCC0	MCCC2

Q8WYH8	ING5

Q4LDG9	DNAL1

P10909	CLU

O14802	POLR3A

Q8ND90	PNMA1

Q8WVX3	C4orf3

	CLU

	POLR3A

P12104	FABP2

Q71F56	MED13L

P0CG37	CFC1

	CFC1

	MED13L

Q14376	GALE

	RNF123

	GALE

O75153	CLUH

	CLUH

O95045	UPP2

Q6AZY7	SCARA3

Q8N8N7	PTGR2

	USP53

	RPS24

P62847	RPS24

Q70EK8	USP53

A0A2Z4LIS9	FOXO3B

Q9C029	TRIM7

	PTGR2

	FOXO3B

	CCDC78

	USP9X

A2IDD5	CCDC78

Q9Y5A7	NUB1

	NUB1

	MIF4GD

A9UHW6	MIF4GD

P02743	APCS

	KLRC1

	TRIM41

P26715	KLRC1

P02741	CRP

Q8WV44	TRIM41

	CRP

P59534	TAS2R39

Q2M2W7	C17orf58

P59535	TAS2R40

	C17orf58

P42785	PRCP

Q9BVJ7	DUSP23

P23760	PAX3

	PRCP

Q5XPI4	RNF123

Q86WR0	CCDC25

	FCRL6

P35251	RFC1

Q76MJ5	ERN2

	ERN2

P14618	PKM

	PKM

	RFC1

	GSTK1

	CCDC25

Q86WK7	AMIGO3

Q7Z3J3	RGPD4

Q6DN72	FCRL6

Q93008	USP9X

O43745	CHP2

Q9P0V8	SLAMF8

Q86VK4	ZNF410

	DDIAS

	ESCO2

Q9Y2Q3	GSTK1

	IGHV4OR15-8

A6NCS6	C2orf72

	ZNF410

P0DPA2	VSIG8

Q8IXT1	DDIAS

H0YM25	GOLGA6L22

P41595	HTR2B

Q8IXM7	ODF3L1

Q8NFL0	B3GNT7

Q56NI9	ESCO2

Q9HB89	NMUR1

Q8IV31	TMEM139

	COL25A1

P04626	ERBB2

	ERBB2

	CFAP45

P05771	PRKCB

	RNPEPL1

Q9Y5P6	GMPPB

Q9BXS0	COL25A1

	SAMD15

Q9P1V8	SAMD15

Q9UL16	CFAP45

	PRKCB

Q6NXP6	NOXRED1

	GMPPB

	NOXRED1

O94885	SASH1

	SASH1

	DNAI7

Q96A28	SLAMF9

O60359	CACNG3

Q9HAU8	RNPEPL1

Q6TDU7	DNAI7

	CASP2

Q8WVN8	UBE2Q2

O00716	E2F3

Q8NFX7	STXBP6

	UBE2Q2

Q8NFP0	PXT1

	STXBP6

	CIDEC

Q15771	RAB30

Q96AQ7	CIDEC

Q7Z6M2	FBXO33

	FBXO33

P42575	CASP2

	FBXO22

Q14206	RCAN2

Q96KB5	PBK

P06396	GSN

	RAB30

	PBK

O43760	SYNGR2

Q6IPR1	ETFRF1

	SYNGR2

	KLHL18

Q0VAM2	RASGEF1B

P63244	RACK1

	ETFRF1

	RASGEF1B

O94889	KLHL18

Q8NEZ5	FBXO22

Q6ZMJ2	SCARA5

	ATP1A1

A6NHS7	MANSC4

	GSN

Q8TD33	SCGB1C1

	RBBP6

	RACK1

Q68CJ6	NUGGC

Q9NTG7	SIRT3

Q86XD5	FAM131B

	NUGGC

	SIRT3

	FAM131B

	EIF4A2

Q16515	ASIC2

Q96NZ1	FOXN4

	FOXN4

Q96I24	FUBP3

	FUBP3

P05023	ATP1A1

	TRIM52

P59044	NLRP6

Q96A61	TRIM52

	ELP3

Q7Z6E9	RBBP6

Q9UH92	MLX

Q8WWG1	NRG4

Q9HC96	CAPN10

	CAPN10

Q9H3F6	KCTD10

Q8TF63	DCANP1

Q6ZNK6	TIFAB

	MLX

Q14CZ0	HAPSTR1

	NRG4

	HAPSTR1

	KCTD10

Q5SVQ8	ZBTB41

Q92766	RREB1

	RREB1

Q8WZ64	ARAP2

Q32M88	PGGHG

	ARAP2

	PDCD6

	PGGHG

P52798	EFNA4

A2A3K4	PTPDC1

	PTPDC1

	EFNA4-EFNA3

	PMM2

A6NM10	AQP12B

A6NNB3	IFITM5

	AQP12B

P52797	EFNA3

Q9H9T3	ELP3

	CCN6

P20827	EFNA1

Q9NRZ9	HELLS

O75340	PDCD6

Q76KP1	B4GALNT4

	B4GALNT4

Q5VWQ8	DAB2IP

	DAB2IP

	HELLS

O15305	PMM2

O95389	CCN6

	PKP3

P21549	AGXT

Q9NP70	AMBN

A6NNL0	NUTM2B

Q9UPV7	PHF24

A0A1B0GWB2	PRRT1B

	PRL

	SLC50A1

P01236	PRL

	TASOR2

Q9Y446	PKP3

	PALM2AKAP2

Q5VWN6	TASOR2

Q08AI8	MAB21L4

	SIGIRR

O43809	NUDT21

	TCAF2C

	MAB21L4

	NUDT21

Q14240	EIF4A2

Q9BRV3	SLC50A1

Q8IXS6	PALM2AKAP2

	PNOC

	AKAP9

	FGFR4

Q9GZT5	WNT10A

Q6IA17	SIGIRR

Q13519	PNOC

	WNT10A

Q8N2H3	PYROXD2

	PYROXD2

Q13319	CDK5R2

Q99996	AKAP9

O60861	GAS7

P58012	FOXL2

Q12849	GRSF1

Q9ULT8	HECTD1

Q6ZUU3	FOXL2NB

Q99581	FEV

	FOXL2NB

	GAS7

A6NEV1	PRR23A

Q6ZRT6	PRR23B

Q6ZRP0	PRR23C

Q9H8N7	ZNF395

	ZNF395

	GRSF1

Q9Y2D5	PALM2AKAP2

P50120	RBP2

P53672	CRYBA2

	RBP2

	HECTD1

	KRTCAP2

	CRYBA2

	HPS1

Q8N6L1	KRTCAP2

Q96CX6	LRRC58

Q8IWB4	SPATA31A7

Q2Q1W2	TRIM71

Q92902	HPS1

	SPATA32

	FBXO16

Q9UL15	BAG5

A1A5B4	ANO9

Q96LK8	SPATA32

Q9BYI3	HYCC1

	HYCC1

Q5VYP0	SPATA31A3

P05013	IFNA6

	IFNA6

Q99727	TIMP4

Q8IX29	FBXO16

P41231	P2RY2

P01562	IFNA13

	IFNA13

Q7Z7G1	CLNK

	CLNK

Q5SZB4	C9orf50

	C9orf50

P05014	IFNA4

P60893	GPR85

	GPR85

Q99558	MAP3K14

	MAP3K14

	GOLGA2

	KLC1

Q6ZU64	CFAP65

	PFKP

	CFAP65

	KRT222

Q15077	P2RY6

P22455	FGFR4

Q08379	GOLGA2

Q8N1A0	KRT222

Q2M2I5	KRT24

Q96Q05	TRAPPC9

Q14623	IHH

Q7Z3Z0	KRT25

	TRAPPC9

	TLR4

	P2RY6

O00206	TLR4

Q7Z3Y8	KRT27

	IFITM1

P36639	NUDT1

P13164	IFITM1

Q7Z3Y7	KRT28

	NUDT1

P49746	THBS3

	THBS3

P13645	KRT10

	KRT10

	ADAM28

P13804	ETFA

Q6PIS1	SLC23A3

	KRT12

	ETFA

	SLC23A3

Q15056	EIF4H

Q969Q5	RAB24

	EIF4H

Q01813	PFKP

	RAB24

Q9NY72	SCN3B

	SCN3B

Q8TEQ8	PIGO

	PIGO

Q92556	ELMO1

Q7Z3V4	UBE3B

P0C2L3	FAM163B

Q9Y255	PRELID1

O95125	ZNF202

	PRELID1

	UBE3B

Q9BV87	CNPPD1

Q9UKQ2	ADAM28

Q9BXC9	BBS2

P01241	GH1

	CNPPD1

	ZNF202

H3BPF8	GOLGA8S

	PRPF18

	GH1

P04062	GBA1

O43566	RGS14

P09172	DBH

	DBH

	RGS14

	RETREG2

Q99633	PRPF18

A6NI61	MYMK

Q8NC44	RETREG2

	BBS2

P35499	SCN4A

Q8IUX1	TMEM126B

O15204	ADAMDEC1

	TMEM126B

	ADAMDEC1

	ELMO1

A7E2F4	GOLGA8A

Q9BUL8	PDCD10

P0C7W0	PRR29

Q9H2U9	ADAM7

	PRR29

Q9NPE3	NOP10

O75179	ANKRD17

Q96EY8	MMAB

O14493	CLDN4

	ZFAND2B

	MMAB

	ANKRD17

P16233	PNLIP

	PDCD10

	BRD9

Q8NGU2	OR9A4

Q9UIK4	DAPK2

A4D1F6	LRRD1

	ICAM2

	TMEM126A

	DAPK2

	LRRD1

Q9H061	TMEM126A

	ADAM7

Q8N998	CCDC89

P13598	ICAM2

Q9Y675	SNURF

Q96JK9	MAML3

	MAML3

	IFITM3

Q9H8M2	BRD9

Q01628	IFITM3

	SERPINI1

Q9ULK2	ATXN7L1

A0A096LPK9	OR4N4C

A0A0X1KG70	OR4M2B

	ATXN7L1

Q99574	SERPINI1

Q7L4I2	RSRC2

Q8WV99	ZFAND2B

Q9BQ13	KCTD14

Q9H5U6	ZCCHC4

	ERN1

	NDUFC2-KCTD14

O75460	ERN1

	ZCCHC4

E9PQ53	NDUFC2-KCTD14

	RSRC2

Q92748	THRSP

P0C7T5	ATXN1L

Q15645	TRIP13

	TRIP13

Q8NG11	TSPAN14

O95298	NDUFC2

	TSPAN14

	NDUFC2

O43159	RRP8

	RRP8

Q9BWM7	SFXN3

	SFXN3

	SLC16A3

O15427	SLC16A3

Q96CB8	INTS12

	INTS12

Q2VPA4	CR1L

Q9NS86	LANCL2

Q4G0T1	SCART1

	CR1L

O60284	ST18

	LANCL2

Q9NQU5	PAK6

Q5W064	LIPJ

	PPY

	LIPJ

	PAK6

P01298	PPY

	ST18

	IST1

Q9NP58	ABCB6

	ABCB6

O75607	NPM3

Q9Y666	SLC12A7

P28906	CD34

	AKR1C8

	CD34

Q8N159	NAGS

	NAGS

Q5T2L2	AKR1C8

O14949	UQCRQ

Q8IVU3	HERC6

Q07866	KLC1

Q13418	ILK

Q8NCU7	C2CD4A

Q9NRQ2	PLSCR4

	PLSCR4

A6NLJ0	C2CD4B

	HERC6

Q8TAU0	NKX2-3

Q15050	RRS1

Q969E1	LEAP2

	PGD

Q9NQZ7	ENTPD7

	ENTPD7

Q96IK0	TMEM101

	ILK

P47902	CDX1

P52209	PGD

	TMEM101

Q9UHY7	ENOPH1

Q6ZN30	BNC2

	ENOPH1

Q9NTM9	CUTC

	CUTC

	BNC2

	KNTC1

Q9Y605	MRFAP1

Q3MHD2	LSM12

	LSM12

Q9UF56	FBXL17

	CENPS-CORT

	FBXL17

Q7KZN9	COX15

	ARL15

Q8N2Z9	CENPS

	CENPS

Q9NXU5	ARL15

Q16204	CCDC6

Q8N3J3	HROB

Q9H3U7	SMOC2

	ASB16

	SMOC2

P50748	KNTC1

Q96NS5	ASB16

Q8IWW8	ADHFE1

O00273	DFFA

	DFFA

Q9H611	PIF1

	TMUB2

Q71RG4	TMUB2

Q8IWV1	LAX1

Q8TD55	PLEKHO2

Q8TDS4	HCAR2

P49019	HCAR3

	CDK1

Q4V328	GRIPAP1

Q9NRX2	MRPL17

Q9BXC0	HCAR1

	KMT2C

	MRPL17

P62304	SNRPE

Q7Z478	DHX29

P06493	CDK1

	SNRPE

P07900	HSP90AA1

	DHX29

	SLC25A28

	HSP90AA1

P53990	IST1

O15162	PLSCR1

Q02094	RHAG

Q96JQ0	DCHS1

A6NDU8	RIMOC1

	RHAG

	PLSCR1

Q9BT09	CNPY3

Q96A46	SLC25A28

	ALG8

Q6P9F0	CCDC62

	ADHFE1

P59796	GPX6

Q495B1	ANKDD1A

	ANKDD1A

Q02224	CENPE

	CCDC62

Q9C056	NKX6-2

Q92485	SMPDL3B

Q7Z3C6	ATG9A

	SMPDL3B

	CENPE

Q9BRK0	REEP2

	REEP2

	TRIM59

	XKR8

D6RF30	GOLGA8K

	KLHDC3

Q8IWR1	TRIM59

Q9NX58	LYAR

Q9H6D3	XKR8

	LYAR

A6NFD8	HELT

Q96GI7	FAM89A

Q9BVK2	ALG8

Q9BQ90	KLHDC3

	HELT

Q8NEZ4	KMT2C

Q9NQ76	MEPE

Q8TAG6	VXN

	VXN

	MEPE

	ATG9A

Q9HAZ1	CLK4

	ZNF704

Q96B86	RGMA

Q6ZNC4	ZNF704

	C1orf131

Q8IYW2	CFAP46

Q8NDD1	C1orf131

	CFAP46

	RGMA

Q14392	LRRC32

O75146	HIP1R

	LRRC32

	TSKU

Q8WUA8	TSKU

	ANKZF1

	HIP1R

P51674	GPM6A

O00629	KPNA4

	KPNA4

Q96GM8	TOE1

Q9H9H4	VPS37B

	ZNF821

	GPM6A

	CLK4

	VPS37B

Q12982	BNIP2

	BNIP2

	PPP2R5C

Q13362	PPP2R5C

Q8N4G2	ARL14

Q96S53	TESK2

Q9UQN3	CHMP2B

	ANKRD33

O75541	ZNF821

	CHMP2B

Q8N4P3	HDDC3

Q7Z3H0	ANKRD33

A0A0D9SF12	CCDC163

	HDDC3

	CCDC163

Q9H8Y5	ANKZF1

	ACER3

	UNC45A

Q99697	PITX2

P41221	WNT5A

Q9NUN7	ACER3

P55317	FOXA1

	FOXA1

	SDHA

	WNT5A

Q9Y4U1	MMACHC

	MMACHC

	IGFBP1

	PITX2

P08833	IGFBP1

	DHODH

P31040	SDHA

Q02127	DHODH

P36896	ACVR1B

P62312	LSM6

	B3GNT6

Q6ZMB0	B3GNT6

	ACVR1B

Q9H3U1	UNC45A

P52565	ARHGDIA

	ARHGDIA

P17936	IGFBP3

	CCNJL

	TXNL4B

Q9NX01	TXNL4B

	IGFBP3

Q8IV13	CCNJL

Q7Z4T9	CFAP91

Q7Z6J2	TAMALIN

	DHX38

Q0GE19	SLC10A7

	TAMALIN

	SLC10A7

	CFAP91

	ANKRD18B

	NR4A1

A2A2Z9	ANKRD18B

	ALYREF

Q6SJ96	TBPL2

	TBPL2

	GCSAML

P10720	PF4V1

Q6UWU2	GLB1L

P09341	CXCL1

P02776	PF4

	GLB1L

	PF4

Q5JQS6	GCSAML

P34932	HSPA4

P02775	PPBP

	RCCD1

P42830	CXCL5

Q8TD16	BICD2

P22736	NR4A1

O95302	FKBP9

P19876	CXCL3

A6NED2	RCCD1

A0A1B0GV85	REELD1

Q8NGZ5	OR2G2

P35225	IL13

	REELD1

Q8NGZ4	OR2G3

O43818	RRP9

Q9BZJ7	GPR62

Q5JVG2	ZNF484

	FKBP9

O15484	CAPN5

Q96LI5	CNOT6L

	CNOT6L

	CAPN5

Q92620	DHX38

P47874	OMP

O75716	STK16

O14977	AZIN1

P20309	CHRM3

	STK16

	CHRM3

	AZIN1

Q04756	HGFAC

Q96HU8	DIRAS2

	DIRAS2

	HGFAC

	ABHD14A-ACY1

Q9H853	TUBA4B

Q9H0P0	NT5C3A

O43663	PRC1

	NT5C3A

	PRC1

Q18PE1	DOK7

P0C7V4	FAM90A15P

Q8NHU6	TDRD7

Q5T8I3	EEIG2

P0C7W8	FAM90A13P

A8MXJ8	FAM90A5P

	DOK7

A6NIJ5	FAM90A20P

P16591	FER

Q7RTZ2	USP17L1

Q92688	ANP32B

	RP9

Q8TA86	RP9

A6NCW7	USP17L4

	FER

Q9NYG5	ANAPC11

Q9NR45	NANS

A8MUZ8	ZNF705G

	ANAPC11

Q8WWQ8	STAB2

	ZNF138

	NANS

	STAB2

P52744	ZNF138

Q4AC94	C2CD3

Q14142	TRIM14

	KIF5A

P30533	LRPAP1

	TRIM14

	C2CD3

	LRPAP1

Q9BQT8	SLC25A21

Q92828	CORO2A

	GARIN1A

P0DMB1	PRR23D2

Q12840	KIF5A

Q6NXP2	GARIN1A

Q8NG35	DEFB105A

	NPB

Q5T8I9	HENMT1

	LHFPL3

Q8NG41	NPB

	HENMT1

Q86UP9	LHFPL3

	MIDEAS

Q9BYX2	TBC1D2

Q6Q4G3	LVRN

P0CI00	ZNF705B

O75309	CDH16

Q6PJG2	MIDEAS

Q8WZ04	LRTOMT

	LRTOMT

	CDH16

P0C7I0	USP17L8

Q5VTL8	PRPF38B

A6NCW0	USP17L3

	RDH5

	FAM90A11P

A8MX19	FAM90A12P

	PRPF38B

Q92781	RDH5

Q9H267	VPS33B

	SLC22A17

	ACY1

	CCDC82

Q8WUG5	SLC22A17

Q8TBP6	SLC25A40

	SLC25A40

	CIAO2B

Q5VTL7	FNDC7

	FNDC7

Q9Y3D0	CIAO2B

Q15744	CEBPE

	VPS33B

Q16849	PTPRN

Q9P2Q2	FRMD4A

O14924	RGS12

	FRMD4A

	PTPRN

O14986	PIP5K1B

	PIP5K1B

Q8N4S0	CCDC82

O00186	STXBP3

Q9UBU7	DBF4

O00559	EBAG9

Q7L1I2	SV2B

Q96E09	PABIR1

	EBAG9

	RGS12

O60610	DIAPH1

	TTC6

	DIAPH1

Q6ZUB0	SPATA31D4

Q5W5W9	RESP18

Q8NFU5	IPMK

	DBF4

P0C874	SPATA31D3

Q86TZ1	TTC6

Q9NRX6	TMEM167B

O00748	CES2

	TMEM167B

Q9NZ45	CISD1

	CES2

Q6ZQQ2	SPATA31D1

	ECRG4

Q9Y4A0	JRKL

	PRPF39

Q9H1Z8	ECRG4

Q7Z7L9	ZSCAN2

	GATA3

Q86UA1	PRPF39

Q96B21	TMEM45B

	CD63

P23771	GATA3

	CES3

P30626	SRI

	SRI

Q6UWW8	CES3

Q6P4I2	WDR73

	CBFB

Q00688	FKBP3

	FKBP3

Q8NBZ7	UXS1

Q8TF40	FNIP1

Q03154	ACY1

	FNIP1

Q13951	CBFB

	UXS1

P25021	HRH2

Q15723	ELF2

	HRH2

Q687X5	STEAP4

	STEAP4

Q6P0N0	MIS18BP1

	MIS18BP1

	ELF2

P20290	BTF3
