Entry	PROSITE
P36969	PS00460;PS00763;PS51355;
P36980	PS50923;
P37023	PS51256;PS00107;PS50011;PS00108;
P37058	PS00061;
P37059	PS00061;
P37088	PS01206;
P37108	
P37173	PS00107;PS50011;PS00108;
P37198	
P37231	PS51843;PS00031;PS51030;
P37235	PS00018;PS50222;
P37268	PS01044;PS01045;
P37275	PS00028;PS50157;
P37287	
P37288	PS00237;PS50262;
P37802	PS01052;PS51122;PS50021;
P37837	PS01054;PS00958;
P37840	
P38117	PS01065;
P38159	PS50102;
P38398	PS50172;PS00518;PS50089;
P38405	PS51882;
P38432	
P38435	
P38484	PS50853;
P38567	
P38570	PS51470;PS00242;PS50234;
P38571	PS00120;
P38606	PS00152;
P38646	PS00297;PS00329;PS01036;
P38919	PS00039;PS51192;PS51194;PS51195;
P38935	PS51061;PS51039;
P38936	
P39019	PS00628;
P39023	PS00474;
P39059	
P39060	PS50038;
P39086	
P39210	
P39656	
P39687	PS51450;
P39748	PS00841;PS00842;
P39877	PS00119;PS00118;
P39880	PS51042;PS00027;PS50071;
P39900	PS00546;PS00024;PS51642;PS00142;
P39905	PS51362;
P40121	
P40123	PS51329;PS01088;PS01089;
P40126	PS00497;PS00498;
P40145	PS00452;PS50125;
P40189	PS50853;PS01353;
P40197	PS51450;
P40198	
P40199	PS50835;
P40200	PS50835;
P40222	
P40225	PS00817;
P40227	PS00750;PS00751;PS00995;
P40238	PS50853;PS01352;
P40259	PS50835;PS51055;
P40261	PS01100;PS51681;
P40305	
P40306	PS00854;PS51476;
P40337	
P40394	PS00059;
P40424	PS00027;PS50071;PS51978;
P40425	PS00027;PS50071;PS51978;
P40426	PS00027;PS50071;PS51978;
P40429	PS00783;
P40616	PS51417;
P40617	PS51417;
P40692	PS00058;
P40763	PS50001;
P40818	PS50206;PS00972;PS00973;PS50235;
P40855	
P40879	PS01130;PS50801;
P40925	PS00068;
P40926	PS00068;
P40933	
P40937	
P40938	
P40939	PS00067;PS00166;
P40967	PS50093;
P41002	PS00292;PS50181;
P41091	PS51722;
P41134	PS50888;
P41143	PS00237;PS50262;
P41145	PS00237;PS50262;
P41146	PS00237;PS50262;
P41159	
P41161	PS00345;PS00346;PS50061;
P41162	PS00345;PS00346;PS50061;
P41180	PS00979;PS00980;PS00981;PS50259;
P41181	PS00221;
P41182	PS50097;PS00028;PS50157;
P41208	PS00018;PS50222;
P41212	PS00346;PS50061;PS51433;
P41214	PS50890;PS50296;PS51925;
P41217	PS50835;
P41218	PS50824;PS50834;
P41219	PS00226;PS51842;
P41220	PS50132;
P41221	PS00246;
P41222	PS00213;
P41223	PS00997;PS00998;
P41225	PS50118;
P41226	PS00865;
P41227	PS51186;
P41229	PS51011;PS51184;PS51183;PS01359;PS50016;
P41231	PS00237;PS50262;
P41235	PS51843;PS00031;PS51030;
P41236	
P41238	PS00903;PS51747;
P41240	PS00107;PS50011;PS00109;PS50001;PS50002;
P41247	PS51635;
P41250	PS50862;PS00762;PS51185;
P41252	PS00178;
P41271	
P41273	PS00251;PS50049;
P41279	PS50011;PS00108;
P41439	
P41440	
P41567	PS50296;
P41586	PS00649;PS00650;PS50227;PS50261;
P41587	PS00649;PS00650;PS50227;PS50261;
P41594	PS00979;PS00980;PS00981;PS50259;
P41595	PS00237;PS50262;
P41597	PS00237;PS50262;
P41732	PS00421;
P41743	PS51285;PS51745;PS00107;PS50011;PS00108;PS00479;PS50081;
P41968	PS00237;PS50262;
P41970	PS00345;PS00346;PS50061;
P42025	PS00432;PS01132;
P42081	PS50835;
P42126	PS00166;
P42127	PS60024;PS51150;
P42166	PS50954;PS50955;
P42167	PS50954;PS50955;
P42224	PS50001;
P42226	PS50001;
P42229	PS50001;
P42261	
P42262	
P42263	
P42285	PS51192;PS51194;
P42330	PS00798;PS00062;PS00063;
P42331	PS50003;PS50238;
P42336	PS51547;PS00915;PS00916;PS50290;PS51544;PS51546;PS51545;
P42338	PS51547;PS00915;PS00916;PS50290;PS51544;PS51546;PS51545;
P42345	PS51189;PS51190;PS00915;PS00916;PS50290;
P42356	PS00915;PS00916;PS50290;PS51545;
P42566	PS00018;PS50222;PS50031;PS50330;
P42568	PS51037;
P42574	PS01122;PS01121;PS50207;PS50208;
P42575	PS50209;PS01122;PS01121;PS50207;PS50208;
P42658	
P42677	PS01168;
P42679	PS00107;PS50011;PS00109;PS50001;PS50002;
P42680	PS50003;PS00107;PS50011;PS00109;PS50001;PS50002;PS51113;
P42681	PS00107;PS50011;PS00109;PS50001;PS50002;
P42684	PS00107;PS50011;PS00109;PS50001;PS50002;
P42685	PS00107;PS50011;PS00109;PS50001;PS50002;
P42694	PS50103;
P42695	
P42701	PS50853;PS01353;
P42702	PS50853;PS01353;
P42704	PS51375;
P42765	PS00098;PS00737;PS00099;
P42766	PS00579;
P42768	PS50108;PS50229;PS51082;
P42771	PS50297;
P42772	PS50297;
P42773	PS50297;PS50088;
P42785	
P42830	PS00471;
P42857	
P42858	
P42892	PS51885;PS00142;
P42898	
P43003	PS00713;PS00714;
P43004	PS00713;PS00714;
P43005	PS00713;PS00714;
P43007	PS00713;PS00714;
P43026	PS00250;PS51362;
P43034	PS50896;PS00678;PS50082;PS50294;
P43080	PS00018;PS50222;
P43088	PS00237;PS50262;
P43115	PS50262;
P43119	PS00237;PS50262;
P43121	PS50835;
P43146	PS50853;PS50835;
P43155	PS00439;PS00440;
P43166	PS00162;PS51144;
P43220	PS00649;PS00650;PS50227;PS50261;
P43234	PS00139;PS00639;
P43235	PS00640;PS00139;PS00639;
P43243	PS50102;PS50171;
P43246	PS00486;
P43250	PS51285;PS00107;PS50011;PS00108;PS50132;
P43251	PS50263;
P43268	PS00345;PS00346;PS50061;
P43304	PS00018;PS50222;PS00977;PS00978;
P43307	
P43320	PS50915;
P43351	
P43353	PS00070;PS00687;
P43354	PS51843;PS00031;PS51030;
P43355	PS50838;
P43356	PS50838;
P43357	PS50838;
P43358	PS50838;
P43360	PS50838;
P43361	PS50838;
P43364	PS50838;
P43365	PS50838;
P43378	PS50191;PS00383;PS50056;PS50055;
P43403	PS00107;PS50011;PS00109;PS50001;
P43405	PS00107;PS50011;PS00109;PS50001;
P43487	PS50196;
P43489	PS00652;PS50050;
P43490	
P43626	
P43628	
P43629	
P43630	
P43631	
P43632	
P43652	PS00212;PS51438;
P43657	PS00237;PS50262;
P43681	PS00236;
P43686	PS00674;
P43694	PS00344;PS50114;
P43699	PS00027;PS50071;
P43897	PS01126;PS01127;
P45378	
P45379	
P45381	
P45452	PS00546;PS00024;PS51642;PS00142;
P45844	PS00211;PS50893;
P45877	PS00170;PS50072;
P45880	PS00558;
P45954	PS00072;PS00073;
P45973	PS00598;PS50013;
P45974	PS50030;PS00972;PS00973;PS50235;PS50271;
P45983	PS01351;PS50011;PS00108;
P45984	PS01351;PS50011;PS00108;
P45985	PS00107;PS50011;PS00108;
P46013	PS50006;
P46019	
P46020	
P46059	PS01022;PS01023;
P46060	
P46063	PS51192;PS51194;
P46087	PS01153;PS51686;
P46089	PS00237;PS50262;
P46091	PS50262;
P46092	PS00237;PS50262;
P46093	PS00237;PS50262;
P46094	PS00237;PS50262;
P46098	PS00236;
P46100	PS51533;PS51192;PS51194;
P46108	PS50001;PS50002;
P46109	PS50001;PS50002;
P46199	PS51722;PS01176;
P46379	PS00299;PS50053;
P46439	PS50405;PS50404;
P46459	PS00674;
P46527	
P46531	PS50297;PS50088;PS00010;PS00022;PS01186;PS50026;PS01187;PS50258;
P46597	PS51683;
P46663	PS50262;
P46695	
P46721	PS51465;PS50850;
P46734	PS00107;PS50011;PS00108;
P46736	PS50249;
P46776	PS00475;
P46777	
P46778	PS01171;
P46779	
P46781	PS00632;PS50889;
P46782	PS00052;
P46783	
P46821	PS00230;
P46926	PS01161;
P46934	PS50237;PS01159;PS50020;
P46937	PS01159;PS50020;
P46939	PS00019;PS00020;PS50021;PS01159;PS50020;PS01357;PS50135;
P46940	PS50021;PS50096;PS00509;PS50018;PS01159;PS50020;
P46952	
P46976	
P46977	
P47211	PS00237;PS50262;
P47224	PS51796;
P47710	PS00306;
P47712	PS50004;PS51210;
P47736	PS50877;PS50085;
P47755	PS00748;PS00749;
P47756	PS00231;
P47804	PS50262;PS00238;
P47813	PS01262;PS50832;
P47869	PS00236;
P47870	PS00236;
P47871	PS00649;PS00650;PS50227;PS50261;
P47872	PS00649;PS00650;PS50227;PS50261;
P47895	PS00070;PS00687;
P47897	PS00178;
P47898	PS00237;PS50262;
P47900	PS00237;PS50262;
P47901	PS00237;PS50262;
P47902	PS00027;PS50071;
P47914	
P47928	PS50888;
P47929	PS51304;
P47974	PS50103;
P47985	PS51296;
P47989	PS00197;PS51085;PS51387;PS00559;
P47992	
P48023	PS00251;PS50049;
P48029	PS00610;PS00754;PS50267;
P48039	PS00237;PS50262;
P48047	PS00389;
P48048	
P48050	
P48051	
P48052	PS00132;PS00133;
P48058	
P48059	PS00478;PS50023;
P48061	
P48065	PS00610;PS00754;PS50267;
P48066	PS00610;PS00754;PS50267;
P48067	PS00610;PS00754;PS50267;
P48145	PS00237;PS50262;
P48146	PS00237;PS50262;
P48147	PS00708;
P48163	PS00331;
P48165	PS00407;PS00408;
P48167	PS00236;
P48169	PS00236;
P48200	PS00450;PS01244;
P48201	PS00605;
P48230	
P48304	PS00615;PS50041;
P48307	PS00280;PS50279;
P48357	PS50853;PS01353;PS50835;
P48378	PS51526;
P48380	PS51526;
P48382	PS51526;
P48426	PS51455;
P48431	PS50118;
P48436	PS50118;
P48443	PS51843;PS00031;PS51030;
P48444	PS51072;
P48448	PS00070;PS00687;
P48449	PS01074;
P48454	PS00125;
P48506	
P48507	
P48509	PS00421;
P48539	
P48544	
P48546	PS00649;PS00650;PS50227;PS50261;
P48547	
P48549	
P48551	
P48552	
P48553	
P48556	PS50250;
P48594	PS00284;
P48595	PS00284;
P48634	
P48637	
P48643	PS00750;PS00751;PS00995;
P48645	PS00967;
P48651	
P48664	PS00713;PS00714;
P48668	PS00226;PS51842;
P48681	PS00226;PS51842;
P48723	PS00297;PS00329;PS01036;
P48728	
P48729	PS00107;PS50011;PS00108;
P48730	PS00107;PS50011;PS00108;
P48735	PS00470;
P48736	PS51547;PS00915;PS00916;PS50290;PS51544;PS51546;PS51545;
P48739	
P48740	PS00010;PS01180;PS01186;PS01187;PS50923;PS50240;PS00134;PS00135;
P48742	PS00027;PS50071;PS00478;PS50023;
P48745	PS01185;PS01225;PS00222;PS51323;PS50092;PS01208;PS50184;
P48751	PS00219;PS00220;
P48764	
P48775	
P48788	
P48960	PS00010;PS50026;PS01187;PS00650;PS50261;PS50221;
P48995	
P49005	
P49006	PS00826;PS00827;
P49019	PS00237;PS50262;
P49023	PS00478;PS50023;
P49069	
P49116	PS51843;PS00031;PS51030;
P49137	PS00107;PS50011;PS00108;
P49146	PS00237;PS50262;
P49184	PS00919;PS00918;
P49189	PS00070;PS00687;
P49190	PS00649;PS00650;PS50227;PS50261;
P49207	PS01145;
P49221	PS00547;
P49238	PS00237;PS50262;
P49247	
P49257	PS51328;
P49279	
P49281	
P49286	PS00237;PS50262;
P49321	PS50005;PS50293;
P49326	
P49327	PS50075;PS00606;PS52004;PS00012;PS52019;
P49335	PS00027;PS50071;PS00035;PS00465;PS51179;
P49336	PS00107;PS50011;PS00108;
P49354	PS51147;
P49356	
P49366	
P49368	PS00750;PS00751;PS00995;
P49407	PS00295;
P49411	PS00301;PS51722;
P49418	PS51021;PS50002;
P49419	PS00687;
P49427	PS00183;PS50127;
P49447	PS50939;
P49448	PS00074;
P49450	PS00959;
P49454	
P49458	
P49459	PS00183;PS50127;
P49585	
P49588	PS50860;
P49589	
P49590	PS50862;
P49591	PS50862;
P49593	PS01032;PS51746;
P49619	PS50146;PS00018;PS50222;PS00479;PS50081;
P49638	PS50191;
P49639	PS00027;PS50071;
P49640	PS00027;PS50071;
P49641	
P49642	
P49643	
P49662	PS50209;PS01122;PS01121;PS50207;PS50208;
P49674	PS00107;PS50011;PS00108;
P49675	PS50848;
P49682	PS00237;PS50262;
P49683	PS00237;PS50262;
P49685	PS00237;PS50262;
P49703	PS51417;
P49711	PS00028;PS50157;
P49715	PS50217;
P49716	PS50217;
P49720	PS00854;PS51476;
P49721	PS00854;PS51476;
P49736	PS00847;PS50051;
P49746	PS01186;PS50026;PS01187;PS51234;PS51236;
P49747	PS01186;PS50026;PS01187;PS51234;PS51236;
P49748	PS00072;PS00073;
P49753	
P49754	PS50236;PS50089;
P49755	PS50866;
P49756	PS51025;PS50102;
P49757	PS01179;
P49758	PS50186;PS50132;
P49759	PS00107;PS50011;PS00108;
P49760	PS00107;PS50011;PS00108;
P49761	PS00107;PS50011;PS00108;
P49763	PS00249;PS50278;
P49765	PS00249;PS50278;
P49767	PS00249;PS50278;
P49768	
P49770	
P49771	
P49773	PS00892;PS51084;
P49788	PS52033;
P49789	PS00892;PS51084;
P49790	PS01358;PS50199;
P49792	PS00170;PS50072;PS50196;PS50005;PS50293;PS01358;PS50199;
P49795	PS50132;
P49796	PS50004;PS50106;PS50132;
P49798	PS50132;
P49802	PS50186;PS50132;
P49810	
P49815	PS50085;
P49821	PS00644;PS00645;
P49840	PS00107;PS50011;PS00108;
P49841	PS00107;PS50011;PS00108;
P49842	
P49848	
P49862	PS50240;PS00134;PS00135;
P49863	PS50240;PS00134;PS00135;
P49888	
P49895	PS01205;
P49901	
P49902	
P49903	
P49908	
P49910	PS50804;PS00028;PS50157;
P49913	PS00946;PS00947;
P49914	
P49915	PS51273;PS51553;
P49916	PS50172;PS00697;PS00333;PS50160;PS00347;PS50064;
P49917	PS50172;PS00697;PS00333;PS50160;
P49918	
P49959	
P49961	PS01238;
P50052	PS00237;PS50262;
P50053	
P50135	PS51597;
P50148	PS51882;
P50150	PS50058;
P50151	PS50058;
P50213	PS00470;
P50219	PS00027;PS50071;
P50221	PS00027;PS50071;
P50222	PS00027;PS50071;
P50225	
P50226	
P50238	PS00478;PS50023;
P50281	PS00546;PS00024;PS51642;PS00142;
P50336	
P50391	PS00237;PS50262;
P50395	
P50402	PS50954;
P50406	PS00237;PS50262;
P50416	PS00439;PS00440;
P50440	
P50443	PS01130;PS50801;
P50452	PS00284;
P50453	PS00284;
P50454	PS00014;PS00284;
P50458	PS00027;PS50071;PS00478;PS50023;
P50461	PS00478;PS50023;
P50479	PS00478;PS50023;PS50106;
P50502	PS50005;PS50293;
P50539	PS50888;
P50542	PS50005;PS50293;
P50548	PS00345;PS00346;PS50061;
P50549	PS00345;PS00346;PS50061;
P50552	PS50229;
P50553	PS50888;
P50570	PS00410;PS51718;PS51388;PS50003;
P50579	PS01202;
P50583	PS51462;PS00893;
P50591	PS00251;PS50049;
P50607	PS01200;PS01201;
P50613	PS00107;PS50011;PS00108;
P50616	PS00960;PS01203;
P50747	PS51733;
P50748	
P50749	PS50200;PS50951;
P50750	PS00107;PS50011;PS00108;
P50851	PS50197;PS51783;
P50876	PS51873;PS00518;PS50089;
P50895	PS50835;
P50897	
P50914	
P50990	PS00750;PS00751;PS00995;
P50991	PS00750;PS00751;PS00995;
P50993	PS00154;
P50995	PS00223;PS51897;
P51003	
P51114	PS51641;PS50084;
P51116	PS51641;PS50084;
P51124	PS50240;PS00134;PS00135;
P51148	PS51419;
P51149	PS51419;
P51151	PS51419;
P51153	PS51419;
P51157	PS51419;
P51159	PS51419;
P51160	PS00126;PS51845;
P51161	PS00214;
P51164	PS00390;PS00391;
P51168	PS01206;
P51170	PS01206;
P51172	PS01206;
P51178	PS50004;PS00018;PS50222;PS50003;PS50007;PS50008;
P51397	
P51398	
P51449	PS51843;PS00031;PS51030;
P51451	PS00107;PS50011;PS50001;PS50002;
P51452	PS00383;PS50056;PS50054;
P51460	PS00262;
P51511	PS00546;PS00024;PS51642;PS00142;
P51512	PS00546;PS00024;PS51642;PS00142;
P51513	PS50084;
P51530	
P51531	PS00633;PS50014;PS51192;PS51194;PS51204;PS51666;
P51532	PS00633;PS50014;PS51192;PS51194;PS51204;PS51666;
P51553	PS00470;
P51570	PS00106;PS00627;
P51571	
P51572	
P51575	PS01212;
P51580	PS51585;
P51582	PS00237;PS50262;
P51587	PS50138;
P51589	PS00086;
P51606	
P51608	PS50982;
P51610	PS50853;
P51617	PS00107;PS50011;PS00108;
P51636	PS01210;
P51648	PS00070;PS00687;
P51649	PS00070;PS00687;
P51654	PS01207;
P51659	PS00061;
P51665	PS50249;
P51668	PS00183;PS50127;
P51671	PS00472;
P51674	PS00575;PS01004;
P51677	PS00237;PS50262;
P51679	PS00237;PS50262;
P51681	PS00237;PS50262;
P51684	PS00237;PS50262;
P51685	PS00237;PS50262;
P51686	PS00237;PS50262;
P51687	PS00191;PS50255;PS00559;
P51688	PS00523;PS00149;
P51690	PS00523;PS00149;
P51692	PS50001;
P51693	PS00319;PS51869;PS51870;PS00320;
P51784	PS51283;PS00972;PS00973;PS50235;
P51787	
P51788	PS51371;
P51790	PS51371;
P51793	PS51371;
P51795	PS51371;
P51797	PS51371;
P51798	PS51371;
P51800	PS51371;
P51801	PS51371;
P51805	PS51004;
P51808	
P51809	PS50859;PS00417;PS50892;
P51810	
P51811	
P51812	PS51285;PS00107;PS50011;PS00108;
P51813	PS50003;PS00107;PS50011;PS00109;PS50001;PS51113;
P51814	PS50805;PS00028;PS50157;
P51816	
P51817	PS51285;PS00107;PS50011;PS00108;
P51825	
P51826	
P51828	PS00452;PS50125;
P51841	PS00452;PS50125;PS50011;
P51843	PS51843;
P51854	PS00802;
P51857	PS00798;PS00062;PS00063;
P51858	PS50812;
P51864	PS00022;
P51878	PS50209;PS01122;PS01121;PS50207;PS50208;
P51884	PS51450;
P51888	PS51450;
P51946	
P51948	PS50330;PS00518;PS50089;
P51955	PS50011;PS00108;
P51956	PS00107;PS50011;PS00108;
P51957	PS00107;PS50011;PS00108;
P51959	
P51965	PS00183;PS50127;
P51970	PS51808;
P51991	PS50102;
P51993	
P52179	PS50853;PS50835;
P52198	PS51420;
P52209	PS00461;
P52272	PS50102;
P52292	PS50176;PS51214;
P52294	PS50176;PS51214;
P52298	PS50102;
P52306	PS50176;
P52333	PS50057;PS00107;PS50011;PS00109;
P52429	PS50146;PS00479;PS50081;
P52434	
P52435	PS01154;
P52564	PS00107;PS50011;PS00108;
P52565	
P52566	
P52569	
P52594	PS50115;
P52597	PS50102;
P52630	PS50001;
P52655	
P52657	
P52701	PS00486;PS50812;
P52732	PS00411;PS50067;
P52735	PS50021;PS00741;PS50010;PS50003;PS50001;PS50002;PS00479;PS50081;
P52736	PS50805;PS00028;PS50157;
P52738	PS50805;PS00028;PS50157;
P52739	PS50097;PS00028;PS50157;
P52742	PS50805;PS00028;PS50157;
P52744	PS00028;PS50157;
P52747	PS00028;PS50157;
P52756	PS50174;PS50102;PS01358;PS50199;PS50157;
P52757	PS50238;PS50001;PS00479;PS50081;
P52758	PS01094;
P52788	PS01330;PS51006;
P52789	PS00378;PS51748;
P52790	PS00378;PS51748;
P52797	PS01299;PS51551;
P52798	PS01299;PS51551;
P52799	PS01299;PS51551;
P52803	PS01299;PS51551;
P52815	
P52823	
P52824	PS50146;PS50200;PS00479;PS50081;
P52848	
P52849	
P52888	PS00142;
P52895	PS00062;PS00063;
P52907	PS00748;PS00749;
P52926	PS00354;
P52945	PS00027;PS50071;
P52948	PS51434;
P52951	PS00027;PS50071;
P52952	PS00027;PS50071;
P52954	PS00027;PS50071;
P52961	PS01291;PS51996;
P53004	
P53007	PS50920;
P53041	PS00125;PS50005;PS50293;
P53350	PS50078;PS00107;PS50011;PS00108;
P53355	PS50297;PS50088;PS50017;PS00107;PS50011;PS00108;PS51424;
P53365	PS50870;
P53367	PS50870;
P53370	PS51462;PS00893;
P53384	PS01215;
P53396	PS01216;PS00399;PS01217;
P53420	PS51403;
P53539	PS50217;PS00036;
P53567	PS50217;
P53582	PS00680;PS52013;
P53597	PS01216;PS00399;
P53602	
P53609	
P53611	
P53618	
P53621	PS00678;PS50082;PS50294;
P53634	PS00640;PS00139;PS00639;
P53667	PS00478;PS50023;PS50106;PS00107;PS50011;
P53671	PS00478;PS50023;PS50106;PS00107;PS50011;
P53672	PS50915;
P53673	PS50915;
P53674	PS50915;
P53675	PS50236;
P53677	PS00990;PS00991;PS51072;
P53680	PS00989;
P53701	PS00821;PS00822;
P53708	PS51470;PS00242;
P53778	PS01351;PS00107;PS50011;
P53779	PS01351;PS50011;PS00108;
P53794	PS00456;PS00457;PS50283;
P53801	
P53803	
P53804	PS50005;PS50293;PS50089;
P53805	
P53814	PS50021;
P53816	PS51934;
P53985	PS50850;
P53990	
P53992	
P53999	
P54098	PS00447;
P54105	
P54107	PS01009;PS01010;PS51670;
P54108	PS01009;PS01010;PS51670;
P54132	PS00690;PS51192;PS51194;PS50967;
P54136	PS00178;
P54198	PS00678;PS50082;PS50294;
P54219	PS50850;
P54252	PS50957;PS50330;
P54253	PS51148;
P54257	
P54259	
P54274	PS51294;
P54277	PS00058;PS50118;
P54278	PS00058;
P54284	PS50002;
P54289	PS50234;
P54296	PS50853;PS50835;
P54315	PS00120;PS50095;
P54317	PS00120;PS50095;
P54368	PS01337;
P54577	PS50886;
P54578	PS00299;PS50053;PS00972;PS00973;PS50235;
P54619	PS51371;
P54646	PS00107;PS50011;PS00108;
P54652	PS00297;PS00329;PS01036;
P54687	PS00770;
P54707	PS00154;
P54709	PS00390;
P54710	PS01310;
P54725	PS50030;PS50053;
P54727	PS50030;PS50053;
P54750	PS00126;PS51845;
P54753	PS51550;PS50853;PS00107;PS50011;PS00109;PS00790;PS00791;PS50105;
P54756	PS01186;PS51550;PS50853;PS00107;PS50011;PS00109;PS00790;PS00791;PS50105;
P54760	PS01186;PS51550;PS50853;PS00107;PS50011;PS00109;PS00790;PS00791;PS50105;
P54762	PS01186;PS51550;PS50853;PS00107;PS50011;PS00109;PS00790;PS00791;PS50105;
P54764	PS51550;PS50853;PS00107;PS50011;PS00109;PS00790;PS00791;PS50105;
P54802	
P54803	
P54819	PS00113;
P54821	PS00027;PS50071;PS50803;
P54829	PS00383;PS50056;PS50055;
P54840	
P54845	PS50217;
P54849	PS01221;PS01222;
P54851	PS01221;PS01222;
P54852	PS01221;PS01222;
P54855	PS00375;
P54868	PS01226;
P54886	PS00902;PS01223;
P54920	
P54922	
P55000	
P55001	PS51670;
P55008	PS50222;
P55010	PS51363;
P55011	
P55017	
P55036	PS50330;PS50234;
P55039	PS51710;PS00905;PS51880;
P55040	PS51421;
P55042	PS51421;
P55055	PS51843;PS00031;PS51030;
P55056	
P55058	PS00400;
P55060	PS50166;
P55061	PS01243;
P55064	PS00221;
P55072	PS00674;
P55073	PS01205;
P55075	PS00247;
P55081	
P55082	PS50835;
P55083	PS51406;
P55084	PS00098;PS00737;PS00099;
P55085	PS50262;
P55087	PS00221;
P55089	PS00511;
P55107	PS00250;PS51362;
P55145	
P55157	PS51211;
P55160	
P55196	PS51126;PS50106;PS50200;
P55197	PS51805;PS01359;PS50016;
P55198	PS51805;PS01359;PS50016;
P55199	PS51980;
P55201	PS00633;PS50014;PS51805;PS50812;PS01359;PS50016;PS00028;PS50157;
P55209	
P55210	PS01122;PS01121;PS50207;PS50208;
P55211	PS50209;PS01122;PS01121;PS50207;PS50208;
P55212	PS01122;PS01121;PS50207;PS50208;
P55259	PS00682;PS51034;
P55263	PS00584;
P55265	PS50141;PS50137;PS50139;
P55268	PS00022;PS01186;PS01248;PS50027;PS51116;PS51117;
P55273	PS50297;PS50088;
P55283	PS00232;PS50268;
P55285	PS00232;PS50268;
P55286	PS00232;PS50268;
P55287	PS00232;PS50268;
P55289	PS00232;PS50268;
P55290	PS00232;PS50268;
P55291	PS00232;PS50268;
P55316	PS00657;PS00658;PS50039;
P55317	PS00657;PS00658;PS50039;
P55318	PS00657;PS00658;PS50039;
P55327	
P55344	PS01222;
P55345	PS51678;PS50002;
P55347	PS50071;
P55735	PS50082;PS50294;
P55769	PS01082;
P55771	PS00034;PS51057;
P55773	PS00472;
P55774	PS00472;
P55786	PS00142;
P55789	PS51324;
P55795	PS50102;
P55809	PS01273;PS01274;
P55851	PS50920;
P55854	PS50053;
P55884	PS50102;
P55895	
P55899	PS50835;PS00290;
P55916	PS50920;
P55957	PS01259;
P56134	
P56159	
P56177	PS00027;PS50071;
P56178	PS00027;PS50071;
P56180	PS51182;PS51181;
P56181	
P56182	
P56192	PS00178;PS50405;PS00762;PS51185;
P56199	PS51470;PS00242;PS50234;
P56202	PS00640;PS00639;
P56211	
P56270	PS00028;PS50157;
P56278	
P56279	
P56282	
P56373	PS01212;
P56377	PS00989;
P56381	
P56470	PS51304;
P56524	
P56537	
P56539	PS01210;
P56545	PS00671;
P56556	
P56557	
P56559	PS51417;
P56589	
P56597	
P56645	PS50112;
P56693	PS50118;
P56696	
P56703	PS00246;
P56704	PS00246;
P56705	PS00246;
P56706	PS00246;
P56715	PS50309;
P56730	PS00021;PS50070;PS00420;PS50287;PS50240;PS00134;PS00135;
P56746	PS01346;
P56747	PS01346;
P56748	PS01346;
P56750	PS01346;
P56817	PS00141;PS51767;
P56851	
P56856	PS01346;
P56880	PS01346;
P56915	PS00027;PS50071;
P56937	
P56945	PS50002;
P56962	PS00914;PS50192;
P56975	PS00022;PS01186;PS50026;
P57052	PS50102;
P57053	PS00357;
P57054	
P57055	
P57057	PS50850;
P57059	PS00107;PS50011;PS00108;PS50030;
P57071	PS50280;PS00028;PS50157;
P57073	PS50118;
P57075	PS50002;PS50030;
P57076	
P57078	PS50297;PS50088;PS00107;PS50011;PS00108;
P57081	PS50082;PS50294;
P57082	PS01283;PS01264;PS50252;
P57086	PS50804;
P57087	PS50835;
P57088	
P57103	
P57105	PS50106;
P57678	
P57679	
P57682	PS00028;PS50157;
P57721	PS50084;
P57727	PS01209;PS50068;PS00420;PS50287;PS50240;PS00134;PS00135;
P57729	PS51419;
P57730	PS50209;
P57735	PS51419;
P57737	PS00678;PS50082;PS50294;
P57739	PS01346;
P57740	
P57764	
P57768	PS50195;
P57771	PS50132;
P57772	PS51722;
P57789	
P57796	PS00018;PS50222;
P58004	
P58005	
P58012	PS00657;PS00658;PS50039;
P58107	
P58215	PS00926;PS00420;PS50287;
P58304	PS51496;PS00027;PS50071;PS50803;
P58335	PS50234;
P58340	
P58397	PS50215;PS50900;PS50092;PS00142;
P58400	PS50025;
P58401	PS50025;
P58418	
P58499	PS52031;
P58546	PS50297;PS50088;
P58743	PS01130;PS50801;
P58753	PS50104;
P58876	PS00357;
P59044	PS50824;PS50837;
P59046	PS50824;PS51450;PS50837;
P59047	PS50824;PS50837;
P59103	
P59190	PS51419;
P59510	PS50215;PS51046;PS50092;PS00142;
P59538	
P59542	
P59665	PS00269;
P59666	PS00269;
P59773	
P59780	PS00989;
P59817	PS00028;PS50157;
P59827	
P59901	PS50835;
P59910	PS00636;PS50076;
P59923	PS50805;PS50804;PS00028;PS50157;
P59942	
P59990	
P59991	
P59998	
P60006	
P60008	PS51504;
P60014	
P60022	
P60033	PS00421;
P60059	PS01067;
P60174	PS00171;PS51440;
P60201	PS00575;PS01004;
P60228	PS50250;
P60321	PS51522;
P60323	PS51522;
P60328	
P60329	
P60368	
P60370	
P60371	
P60372	
P60409	
P60410	
P60411	
P60412	
P60468	
P60484	PS51182;PS51181;PS50056;
P60507	
P60508	
P60510	PS00125;
P60520	
P60568	PS00424;
P60602	
P60604	PS00183;PS50127;
P60660	PS50222;
P60709	PS00406;PS00432;PS01132;
P60763	PS51420;
P60842	PS00039;PS51192;PS51194;PS51195;
P60852	PS00025;PS51448;PS00682;PS51034;
P60866	PS00361;
P60880	PS50192;
P60891	PS00114;
P60896	
P60900	PS00388;PS51475;
P60903	PS00303;
P60953	PS51420;
P60981	PS51263;
P61006	PS51419;
P61009	
